_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
4167569,4152690,2017,,1958,PRIVATE,20,Scarborough Southwest,709 KENNEDY RD,6,79,2022-12-28,76,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,N/A,4,4,3,3,3,5,3,4,3,4,4,4,N/A,E2023,43.7281374387,-79.2656668508,323663.167,4842935.041
4167570,4152691,2018,,1958,PRIVATE,20,Scarborough Southwest,711 KENNEDY RD,6,79,2022-12-28,69,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,N/A,4,4,N/A,2,3,5,2,4,3,4,3,3,N/A,E2023,43.7287077114,-79.2659054509,323643.766,4842998.342
4167571,4152672,2017,,1957,PRIVATE,20,Scarborough Southwest,712 KENNEDY RD,4,49,2022-12-28,84,Evaluation needs to be conducted in 2 years,19,5,4,5,5,5,4,N/A,5,4,5,4,4,5,3,4,4,3,5,3,3,E2023,43.728810664,-79.2674784317,323517.01,4843009.424
4167572,4152673,2017,,1965,PRIVATE,20,Scarborough Southwest,720 KENNEDY RD,14,186,2022-12-28,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,4,4,4,5,3,3,3,4,5,4,N/A,E2023,43.7295838093,-79.2673564135,323526.601,4843095.346
4167573,4285401,2018,,1952,PRIVATE,20,Scarborough Southwest,6 FOLCROFT AVE,3,13,2022-12-28,75,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,4,N/A,4,N/A,3,4,4,5,3,4,3,N/A,5,4,N/A,E2035,43.700957687,-79.251492552,324829.314,4839934.355
4167574,4155272,2017,,1955,PRIVATE,03,Etobicoke-Lakeshore,34 RIVERWOOD PKWY,4,35,2022-12-28,83,Evaluation needs to be conducted in 2 years,16,5,4,5,4,4,4,N/A,4,N/A,N/A,4,5,4,3,5,3,5,3,4,N/A,W0327,43.6397937003,-79.4903246449,305564.983,4833094.093
4167575,4152620,2017,,1956,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,2022-12-28,78,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,N/A,4,N/A,2,3,4,5,3,4,4,N/A,4,4,4,E2021,43.722488216,-79.2987114556,321002.536,4842300.513
4167576,4152629,2017,,1955,PRIVATE,21,Scarborough Centre,8 RANNOCK ST,4,33,2022-12-28,86,Evaluation needs to be conducted in 3 years,17,4,4,5,4,5,4,N/A,4,N/A,4,4,5,5,4,4,4,4,5,4,N/A,E2131,43.7287170868,-79.3000634846,320891.929,4842992.248
4167577,4155055,2017,,1959,PRIVATE,08,Eglinton-Lawrence,1040 CASTLEFIELD AVE,4,44,2022-12-28,86,Evaluation needs to be conducted in 3 years,17,5,4,5,4,5,4,N/A,4,N/A,4,4,4,5,4,5,4,N/A,4,4,4,N0831,43.7010486833,-79.4499999014,308814.479,4839900.279
4167578,4269318,2017,,1958,PRIVATE,20,Scarborough Southwest,998 DANFORTH RD,3,21,2022-12-28,71,Evaluation needs to be conducted in 2 years,16,3,3,4,4,4,4,N/A,4,N/A,4,3,3,5,3,4,3,N/A,4,2,N/A,E2024,43.7352342615,-79.2476716721,325110.51,4843727.705
4167579,4155230,2018,,1959,PRIVATE,03,Etobicoke-Lakeshore,65 CLOVERHILL RD,4,24,2022-12-28,75,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,N/A,4,N/A,3,3,5,5,3,4,4,3,3,3,N/A,W0329,43.6354908958,-79.4906112543,305541.855,4832616.072
4167580,4155309,2017,,1959,PRIVATE,03,Etobicoke-Lakeshore,22 BURNHAMTHORPE RD,5,42,2022-12-28,73,Evaluation needs to be conducted in 2 years,18,3,3,5,3,4,4,N/A,3,4,4,2,4,5,3,4,3,4,3,5,N/A,W0321,43.648227444,-79.530348478,302335.758,4834032.463
4167581,4155308,2017,,1959,PRIVATE,03,Etobicoke-Lakeshore,24 BURNHAMTHORPE RD,5,42,2022-12-28,69,Evaluation needs to be conducted in 2 years,18,4,3,5,3,3,4,N/A,4,4,3,2,4,3,3,3,3,4,3,4,N/A,W0321,43.648421735,-79.530760922,302302.494,4834054.061
4167582,4155058,2017,,1960,PRIVATE,08,Eglinton-Lawrence,1090 ROSELAWN AVE,5,62,2022-12-28,76,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,N/A,3,4,N/A,3,4,4,4,4,4,4,4,3,N/A,N0831,43.7009028087,-79.449149194,308883.057,4839884.115
4167583,4155278,2017,,1950,PRIVATE,03,Etobicoke-Lakeshore,158 BERRY RD,4,30,2022-12-28,74,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,2,N/A,4,N/A,3,3,4,5,3,4,5,3,4,4,N/A,W0327,43.6372671432,-79.489657597,305618.818,4832813.412
4167584,4155470,2017,,1977,TCHC,03,Etobicoke-Lakeshore,100 CAVELL AVE,7,300,2022-12-28,86,Evaluation needs to be conducted in 3 years,19,4,5,5,4,5,5,4,4,4,N/A,4,5,5,4,4,3,5,4,3,5,W0336,43.6154876721,-79.4969959174,305026.782,4830393.808
4167585,4155487,2017,,1965,PRIVATE,03,Etobicoke-Lakeshore,2 SUPERIOR AVE,5,47,2022-12-28,80,Evaluation needs to be conducted in 2 years,17,4,5,4,3,4,4,N/A,5,4,N/A,3,4,5,4,5,3,4,4,3,N/A,W0336,43.6143308517,-79.4872977904,305809.589,4830265.341
4167586,4154915,2017,,1961,PRIVATE,16,Don Valley East,1325 YORK MILLS RD,4,64,2022-12-23,79,Evaluation needs to be conducted in 2 years,18,4,5,5,4,3,4,4,4,3,N/A,4,5,4,3,4,4,4,3,4,N/A,N1625,43.7616285056,-79.3217659908,319135.683,4846644.525
4167587,4155562,2017,,1971,TCHC,20,Scarborough Southwest,40 TEESDALE PL,24,278,2022-12-23,71,Evaluation needs to be conducted in 2 years,18,4,3,4,3,3,4,4,4,3,N/A,3,4,3,3,4,3,4,5,3,N/A,E2028,43.6972076653,-79.2864410678,321998.393,4839494.37
4167588,4156385,2017,,1940,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2022-12-23,76,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,3,4,3,5,3,4,2,N/A,5,3,N/A,E2034,43.688423918,-79.269500963,323393.784,4838549.187
4167589,4155804,2017,,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2022-12-23,81,Evaluation needs to be conducted in 2 years,16,4,4,3,4,4,2,N/A,5,N/A,3,4,3,5,5,4,5,N/A,5,5,N/A,E2034,43.690864521,-79.265477585,323718.011,4838812.556
4167590,4154886,2017,,1964,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,4,5,5,3,4,4,4,5,3,4,4,4,5,3,4,4,4,3,4,N/A,N1628,43.7404974664,-79.3102350058,320069.513,4844299.041
4167591,4154885,2017,,1964,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,2022-12-23,85,Evaluation needs to be conducted in 2 years,19,4,5,5,3,4,4,3,5,3,4,4,5,5,4,5,5,5,4,4,N/A,N1628,43.7409546826,-79.3112631324,319986.585,4844349.647
4167592,4888795,2021,,1951,PRIVATE,19,Beaches-East York,1000 O'CONNOR DR,3,12,2022-12-23,77,Evaluation needs to be conducted in 2 years,14,4,2,4,4,N/A,5,N/A,4,N/A,N/A,3,4,5,4,4,4,N/A,5,2,N/A,S1921,43.7092735859,-79.3104170385,320062.769,4840830.249
4167593,4154246,2017,,1972,PRIVATE,07,Humber River-Black Creek,2405 FINCH AVE W,27,258,2022-12-23,75,Evaluation needs to be conducted in 2 years,19,4,4,4,2,4,3,3,4,5,N/A,3,4,5,4,4,3,4,4,3,4,W0727,43.750621289,-79.544032103,301238.257,4845408.296
4167594,4245705,2017,,1967,PRIVATE,03,Etobicoke-Lakeshore,359 KIPLING AVE,3,12,2022-12-23,85,Evaluation needs to be conducted in 2 years,16,4,5,3,4,5,4,N/A,5,N/A,5,5,5,5,4,5,2,N/A,4,3,N/A,W0335,43.6009938518,-79.5179299016,303336.876,4828783.712
4167595,4154251,2018,,1993,SOCIAL HOUSING,07,Humber River-Black Creek,3001 FINCH AVE W,14,166,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,4,4,5,N/A,3,5,3,4,3,4,4,4,3,4,W0727,43.747070571,-79.562597925,299742.782,4845014.81
4167596,4152679,2017,,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2022-12-23,91,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,3,5,5,5,N/A,4,4,5,2,5,5,5,5,5,N/A,E2023,43.729677828,-79.276229104,322811.499,4843104.772
4167597,4156048,2017,,1960,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,2022-12-23,87,Evaluation needs to be conducted in 3 years,15,5,2,5,4,N/A,5,N/A,5,N/A,5,3,4,5,5,4,3,N/A,5,5,N/A,E2035,43.708100911,-79.248499263,325056.883,4840728.747
4167598,4156195,2017,,1967,TCHC,07,Humber River-Black Creek,415 DRIFTWOOD AVE,16,135,2022-12-23,81,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,N/A,3,4,N/A,4,4,5,5,3,3,4,5,4,N/A,W0725,43.7673194757,-79.5164765451,303458.049,4847261.584
4167599,4155843,2017,,1952,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,2022-12-23,91,Evaluation needs to be conducted in 3 years,15,4,4,5,5,5,4,N/A,5,N/A,N/A,4,5,5,5,4,3,N/A,5,5,N/A,E2021,43.710358471,-79.290289103,321703.085,4840967.096
4167600,4156305,2017,,1952,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,2022-12-23,79,Evaluation needs to be conducted in 2 years,15,4,3,5,4,4,4,N/A,4,N/A,N/A,4,4,5,3,4,3,N/A,4,4,N/A,E2021,43.71041771,-79.290015827,321720.933,4840950.037
4167601,4155564,2017,,1970,TCHC,20,Scarborough Southwest,3479 ST CLAIR AVE E,8,94,2022-12-23,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,N/A,E2030,43.7142950675,-79.2692166242,323381.434,4841396.427
4167602,4154259,2017,,1984,TCHC,07,Humber River-Black Creek,3101 WESTON RD,18,176,2022-12-23,61,Evaluation needs to be conducted in 1 year,20,3,3,4,1,4,2,2,4,4,2,2,4,2,4,3,4,3,4,3,3,W0733,43.733312244,-79.537225843,301785.494,4843485.091
4167603,4153639,2019,,1915,PRIVATE,14,Toronto-Danforth,279 WOODFIELD RD,4,42,2022-12-22,74,Evaluation needs to be conducted in 2 years,13,3,4,4,3,N/A,4,N/A,5,N/A,N/A,1,4,5,3,4,4,N/A,4,N/A,N/A,S1439,43.671655465,-79.323701099,319000.793,4836649.59
4167604,4155258,2017,,1952,PRIVATE,03,Etobicoke-Lakeshore,1 CROWN HILL PL,4,33,2022-12-22,89,Evaluation needs to be conducted in 3 years,17,5,4,5,4,4,4,N/A,4,N/A,4,5,5,5,4,5,4,5,5,4,N/A,W0327,43.6384647272,-79.4918242158,305443.979,4832946.44
4167605,4155859,2017,,1960,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,144,2022-12-22,77,Evaluation needs to be conducted in 2 years,14,3,3,5,4,3,4,N/A,4,N/A,N/A,4,3,5,4,4,4,N/A,4,N/A,N/A,S1326,43.6639097135,-79.3766153717,314735.394,4835780.455
4167606,4156295,2017,,1967,PRIVATE,05,York South-Weston,1765 WESTON RD,25,246,2022-12-22,66,Evaluation needs to be conducted in 2 years,19,4,3,5,2,2,3,3,4,4,3,2,4,1,4,4,3,4,5,3,N/A,W0527,43.6990639559,-79.5119719596,303819.476,4839678.778
4167607,4155225,2017,,1973,PRIVATE,03,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2022-12-22,75,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,3,3,4,5,3,4,4,4,4,5,3,4,3,3,N/A,W0325,43.6463454422,-79.5227554263,302948.491,4833822.241
4167608,4155222,2017,,1993,SOCIAL HOUSING,03,Etobicoke-Lakeshore,773 THE QUEENSWAY,3,63,2022-12-22,91,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,4,5,5,4,4,3,5,5,4,5,4,5,5,4,5,W0326,43.625636744,-79.504530803,304383.661,4831516.423
4167609,4226941,2017,,1993,SOCIAL HOUSING,03,Etobicoke-Lakeshore,781 THE QUEENSWAY,3,66,2022-12-22,93,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,5,4,5,3,N/A,3,5,5,5,5,5,N/A,5,4,5,W0326,43.6254472366,-79.5057604061,304305.579,4831500.434
4167610,4261157,,,1957,PRIVATE,03,Etobicoke-Lakeshore,103 SIXTEENTH ST,3,10,2022-12-22,57,Evaluation needs to be conducted in 1 year,15,3,3,3,4,2,1,N/A,5,N/A,N/A,3,3,5,2,2,4,N/A,2,1,N/A,W0335,43.6028075946,-79.5164885645,303453.266,4828985.195
4167611,4153236,2017,,1967,PRIVATE,11,University-Rosedale,280 ST GEORGE ST,15,85,2022-12-22,91,Evaluation needs to be conducted in 3 years,19,4,5,5,4,4,4,5,4,4,5,4,5,5,5,4,5,5,5,4,N/A,S1127,43.673984446,-79.4033081754,312581.298,4836896.819
4167612,4153590,2017,,1934,PRIVATE,13,Toronto Centre,435 SHERBOURNE ST,4,48,2022-12-22,70,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,N/A,3,N/A,N/A,3,4,5,4,3,3,N/A,4,N/A,N/A,S1323,43.6655473564,-79.3735085585,314985.686,4835962.758
4167613,4155751,2017,,1969,PRIVATE,05,York South-Weston,1465 LAWRENCE AVE W,20,161,2022-12-22,88,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,5,N/A,4,4,3,4,5,5,5,5,4,4,5,4,5,W0529,43.7073903147,-79.4803989264,306364.173,4840603.819
4167614,4154084,2017,,1957,PRIVATE,14,Toronto-Danforth,470 MORTIMER AVE,4,42,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,4,4,3,4,4,4,N/A,4,N/A,4,4,4,5,4,4,3,4,4,4,N/A,S1426,43.6897638166,-79.3320473561,318323.973,4838658.984
4167615,4153640,2017,,1965,PRIVATE,14,Toronto-Danforth,1395 GERRARD ST E,3,12,2022-12-22,66,Evaluation needs to be conducted in 2 years,14,3,4,4,2,3,3,N/A,4,N/A,N/A,2,4,2,3,4,4,N/A,4,N/A,N/A,S1439,43.671588843,-79.324094142,318969.114,4836642.122
4167616,4255506,2017,,1957,PRIVATE,03,Etobicoke-Lakeshore,1 NEWHOLM RD,4,27,2022-12-22,88,Evaluation needs to be conducted in 3 years,17,4,5,5,4,4,2,N/A,5,N/A,5,5,3,5,5,5,5,5,5,3,N/A,W0329,43.63650442,-79.4877435636,305773.28,4832728.695
4167617,4155287,2017,,1954,PRIVATE,03,Etobicoke-Lakeshore,2 KINGS POINT DR,4,16,2022-12-22,85,Evaluation needs to be conducted in 2 years,17,4,5,5,4,3,5,N/A,5,N/A,3,4,5,5,4,4,4,5,3,4,N/A,W0327,43.639372903,-79.4944231531,305234.286,4833047.319
4167618,4155286,2017,,1954,PRIVATE,03,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,5,4,5,4,2,4,N/A,5,N/A,3,4,5,5,3,3,4,5,3,3,N/A,W0327,43.6395029387,-79.4940316467,305265.876,4833061.767
4167619,4155284,2018,,1953,PRIVATE,03,Etobicoke-Lakeshore,8 KINGS POINT DR,5,16,2022-12-22,69,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,2,N/A,4,N/A,N/A,2,4,5,3,4,3,4,3,3,N/A,W0327,43.6396821871,-79.4933367622,305321.945,4833081.684
4167620,4155528,2019,,1957,PRIVATE,03,Etobicoke-Lakeshore,20 FOURTEENTH ST,3,12,2022-12-22,77,Evaluation needs to be conducted in 2 years,14,3,5,3,4,N/A,4,N/A,3,N/A,N/A,5,4,5,5,3,3,N/A,4,3,N/A,W0335,43.6000004031,-79.5135618333,303689.494,4828673.281
4167621,4155243,2017,,1954,PRIVATE,03,Etobicoke-Lakeshore,12 KINSDALE BLVD,4,16,2022-12-22,95,Evaluation needs to be conducted in 3 years,17,5,5,5,5,4,5,N/A,4,N/A,5,5,5,5,5,5,3,5,5,5,N/A,W0329,43.6356967623,-79.4921362887,305418.785,4832638.931
4167622,4155290,2017,,1958,PRIVATE,03,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2022-12-22,87,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,N/A,5,5,3,3,5,5,4,4,5,5,3,3,N/A,W0327,43.6402119345,-79.4896809434,305616.916,4833140.562
4167623,4152932,2017,,1926,PRIVATE,04,Parkdale-High Park,5 HIGH PARK AVE,3,21,2022-12-22,73,Evaluation needs to be conducted in 2 years,14,4,3,3,3,3,3,N/A,4,N/A,N/A,3,4,5,4,4,4,N/A,4,N/A,N/A,S0428,43.6538760484,-79.4649817406,307609.129,4834659.06
4167624,4233372,2017,,1975,PRIVATE,12,Toronto-St. Paul's,40 SOUDAN AVE,14,66,2022-12-22,96,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,N/A,5,4,N/A,S1228,43.7049414095,-79.3965572814,313121.445,4840336.79
4167625,4167767,2017,,1974,TCHC,05,York South-Weston,710 TRETHEWEY DR,19,165,2022-12-22,89,Evaluation needs to be conducted in 3 years,18,5,5,5,4,3,5,5,5,4,N/A,3,5,5,4,5,4,5,4,4,N/A,W0528,43.697803447,-79.499827299,304798.114,4839539.581
4167626,4153789,2017,,1958,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,2022-12-22,80,Evaluation needs to be conducted in 2 years,14,4,4,4,4,4,3,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,N/A,N/A,N1530,43.708920433,-79.384300946,314108.39,4840781.103
4167627,4153918,2017,,1918,PRIVATE,12,Toronto-St. Paul's,62 ORIOLE GDNS,3,13,2022-12-22,65,Evaluation needs to be conducted in 1 year,15,3,4,5,3,3,3,N/A,3,N/A,3,3,2,5,3,3,3,N/A,3,N/A,N/A,S1232,43.690570503,-79.400460705,312808.514,4838740.742
4167628,4153514,2017,,1970,PRIVATE,13,Toronto Centre,15 DUNDONALD ST,24,172,2022-12-22,72,Evaluation needs to be conducted in 2 years,17,4,4,4,2,4,4,3,4,N/A,N/A,3,2,4,3,4,4,4,4,N/A,4,S1322,43.665727503,-79.383887543,314148.344,4835982.525
4167629,4154085,2017,,2012,SOCIAL HOUSING,14,Toronto-Danforth,270 DONLANDS AVE,8,44,2022-12-22,84,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,N/A,4,N/A,4,S1422,43.6901052164,-79.3416209783,317552.137,4838695.398
4167630,4155215,2017,,1954,PRIVATE,03,Etobicoke-Lakeshore,100 BROWNS LINE,3,22,2022-12-22,86,Evaluation needs to be conducted in 3 years,16,4,5,5,4,4,3,N/A,5,N/A,3,4,5,5,3,5,5,N/A,4,5,N/A,W0330,43.595211507,-79.542969424,301314.74,4828143.037
4167631,4152917,2017,,1935,PRIVATE,04,Parkdale-High Park,7 BRULE TER,3,13,2022-12-22,83,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,N/A,3,N/A,N/A,4,5,5,5,4,4,3,5,5,N/A,S0430,43.6475612545,-79.4890462091,305668.015,4833957.046
4167632,4155263,2017,,1958,PRIVATE,03,Etobicoke-Lakeshore,7 CROWN HILL PL,4,35,2022-12-22,84,Evaluation needs to be conducted in 2 years,17,3,5,5,4,3,3,N/A,5,N/A,5,4,5,5,4,4,5,4,3,4,N/A,W0327,43.6386262832,-79.4911761302,305496.279,4832964.393
4167633,4155993,2017,,1973,PRIVATE,05,York South-Weston,2460 WESTON RD,27,214,2022-12-22,84,Evaluation needs to be conducted in 2 years,19,5,4,5,3,4,5,3,1,5,3,4,5,5,5,4,5,5,5,4,N/A,W0521,43.7078718117,-79.5341521524,302032.14,4840657.833
4167634,5156182,2022,,1928,PRIVATE,13,Toronto Centre,140 WELLESLEY ST E,3,32,2022-12-21,83,Evaluation needs to be conducted in 2 years,15,5,4,5,4,4,4,N/A,5,N/A,N/A,4,4,5,4,4,3,3,4,N/A,N/A,S1322,43.6667828801,-79.3769600054,314707.141,4836099.596
4167635,4155659,2017,,1967,TCHC,01,Etobicoke North,75 TANDRIDGE CRES,10,221,2022-12-21,57,Evaluation needs to be conducted in 1 year,18,4,2,2,1,4,4,1,3,4,N/A,3,3,3,3,2,4,4,3,1,N/A,W0131,43.728881268,-79.546722096,301020.19,4842993.242
4167636,4156737,2017,,1951,PRIVATE,03,Etobicoke-Lakeshore,148 ISLINGTON AVE,4,38,2022-12-21,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,5,2,N/A,5,N/A,N/A,4,5,5,3,5,4,N/A,3,3,N/A,W0335,43.601468456,-79.505848789,304311.906,4828837.276
4167637,4156738,2017,,1951,PRIVATE,03,Etobicoke-Lakeshore,170 ISLINGTON AVE,4,47,2022-12-21,79,Evaluation needs to be conducted in 2 years,16,4,3,5,4,5,2,N/A,4,N/A,3,4,5,5,3,5,4,N/A,4,3,N/A,W0335,43.602358477,-79.506187032,304284.602,4828936.156
4167638,4155465,2017,,1984,TCHC,01,Etobicoke North,10 HUMBERLINE DR,13,179,2022-12-21,70,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,4,3,4,4,4,4,3,5,2,3,3,N/A,2,3,N/A,W0125,43.7312483321,-79.6118048951,295777.595,4843260.265
4167639,4155499,2017,,1952,PRIVATE,03,Etobicoke-Lakeshore,2529 LAKE SHORE BLVD W,4,61,2022-12-21,78,Evaluation needs to be conducted in 2 years,17,3,4,5,4,4,3,N/A,4,N/A,3,3,5,4,3,5,4,5,3,4,N/A,W0336,43.6100510941,-79.4881859662,305737.962,4829789.871
4167640,4155498,2017,,1952,PRIVATE,03,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2022-12-21,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,N/A,3,4,2,3,5,4,3,4,4,5,3,5,N/A,W0336,43.6100722111,-79.4872983362,305809.615,4829792.226
4167641,4155497,2017,,1952,PRIVATE,03,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2022-12-21,76,Evaluation needs to be conducted in 2 years,17,3,4,5,4,3,3,N/A,4,N/A,3,3,5,4,3,4,4,5,4,4,N/A,W0336,43.6096967981,-79.4880818409,305746.372,4829750.512
4167642,4155496,2017,,1952,PRIVATE,03,Etobicoke-Lakeshore,2543 LAKE SHORE BLVD W,3,55,2022-12-21,76,Evaluation needs to be conducted in 2 years,16,3,4,5,5,4,4,N/A,4,N/A,2,3,5,4,3,4,5,N/A,3,3,N/A,W0336,43.6095054646,-79.4897087235,305615.046,4829729.24
4167643,4155500,2017,,1952,PRIVATE,03,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2022-12-21,83,Evaluation needs to be conducted in 2 years,16,4,4,5,5,4,4,N/A,4,N/A,3,4,5,4,3,5,4,N/A,4,4,N/A,W0336,43.6101831739,-79.4899009077,305599.525,4829804.528
4167644,4156736,2017,,1951,PRIVATE,03,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,2022-12-21,84,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,2,N/A,5,N/A,N/A,5,5,5,4,5,5,N/A,3,3,N/A,W0335,43.601151061,-79.506439811,304264.189,4828802.019
4167645,4254270,2017,,1960,PRIVATE,03,Etobicoke-Lakeshore,139 EIGHTH ST,3,47,2022-12-21,80,Evaluation needs to be conducted in 2 years,15,4,3,5,4,4,2,N/A,5,N/A,N/A,4,5,5,4,5,4,N/A,3,3,N/A,W0335,43.601494318,-79.506580956,304252.796,4828840.154
4167646,4254274,2017,,1960,PRIVATE,03,Etobicoke-Lakeshore,143 EIGHTH ST,4,47,2022-12-21,81,Evaluation needs to be conducted in 2 years,15,4,3,5,4,5,2,N/A,5,N/A,N/A,5,5,5,3,5,4,N/A,3,3,N/A,W0335,43.601842503,-79.506732984,304240.524,4828878.837
4167647,4254276,2017,,1960,PRIVATE,03,Etobicoke-Lakeshore,147 EIGHTH ST,4,52,2022-12-21,80,Evaluation needs to be conducted in 2 years,15,4,3,5,4,5,2,N/A,4,N/A,N/A,5,5,5,3,5,4,N/A,3,3,N/A,W0335,43.602248316,-79.506894937,304227.452,4828923.922
4167648,4152919,2017,,1910,PRIVATE,04,Parkdale-High Park,29 JANE ST,3,18,2022-12-21,79,Evaluation needs to be conducted in 2 years,14,4,4,5,4,3,2,N/A,3,N/A,N/A,4,4,5,4,5,3,N/A,5,N/A,N/A,S0426,43.6502220463,-79.4843917868,306043.476,4834252.689
4167649,4156167,2017,,1960,PRIVATE,03,Etobicoke-Lakeshore,92 JAMES ST,3,34,2022-12-21,87,Evaluation needs to be conducted in 3 years,15,4,4,5,3,5,3,N/A,5,N/A,N/A,3,5,5,5,5,4,N/A,5,4,N/A,W0334,43.5899805571,-79.5423873901,301361.733,4827560.91
4167650,4152580,2017,,1971,PRIVATE,20,Scarborough Southwest,27 GLEN EVEREST RD,3,11,2022-12-21,79,Evaluation needs to be conducted in 2 years,16,4,4,3,3,4,4,N/A,4,N/A,4,3,4,5,4,4,5,N/A,4,4,N/A,E2035,43.7005566696,-79.2528798583,324702.426,4839873.966
4167651,4155468,2017,,1994,TCHC,01,Etobicoke North,900 QUEENS PLATE DR,16,204,2022-12-21,58,Evaluation needs to be conducted in 1 year,18,4,3,2,1,3,2,3,3,4,N/A,3,3,2,4,2,3,4,4,2,N/A,W0127,43.720003879,-79.603372534,296449.206,4842001.861
4167652,4152943,2017,,1940,PRIVATE,04,Parkdale-High Park,340 HIGH PARK AVE,3,10,2022-12-21,66,Evaluation needs to be conducted in 2 years,14,3,3,3,3,2,5,N/A,2,N/A,N/A,3,2,5,3,4,4,N/A,4,N/A,N/A,S0424,43.665283034,-79.4705575166,307158.849,4835926.123
4167653,4152912,2017,,1927,PRIVATE,04,Parkdale-High Park,117 RUNNYMEDE RD,4,42,2022-12-21,79,Evaluation needs to be conducted in 2 years,15,3,4,4,4,4,4,4,4,N/A,N/A,4,3,5,4,4,4,N/A,4,N/A,N/A,S0430,43.650715997,-79.475696715,306744.649,4834308.671
4167654,4155245,2017,,1965,PRIVATE,03,Etobicoke-Lakeshore,177 BERRY RD,4,23,2022-12-21,86,Evaluation needs to be conducted in 3 years,17,4,5,5,4,5,2,N/A,5,N/A,5,4,4,5,4,5,4,4,4,4,N/A,W0329,43.6368219752,-79.4892158365,305654.469,4832763.96
